username,bintang,review
andinapuspitadewi,5,"Selama pemakaian 2 minggu ini bagus banget gak ada kendala dan bisa ngisi sampe 3 HP full keren banget, semoga awet ya😎👍"
s*****g,5,"Baru ngasih review sekarang soalnya dicoba dulu, alhamdulillah barang aman, tidak ada yang kurang. Semoga awet, terimakasih seller 🙏🙏"
unlolla,5,"thanks u dah sampai akhirnya😍 bisa buat persiapan jalan"" deh😍😍 sbnerny pngn warna ijo. ternyata ga bisa nego 🤣🤣"
tetehoncaaaa,5,Pengemasannya ga terlalu cepet tapi ga lama banget juga. Barang nya aman dan dalam keadaan baik
r*****5,5,"Bagus....
Pengemasannya juga bagus...
Thankyou seller....."
f*****9,5,"Udah dicoba berkali2 dan hasil beneran wow,, 
Real capacity... Pokoknya recommended bgt 👍
Gak bakalan nyesel beli ini"
nabilaning,5,"Terimakasih, sy suka modelnya, kerenn👍👍
Sy coba cas 30 menit dapat 17℅ sambil hpnya sesekali tk pakai (hpnya redmi note 8).
Buble wrap nya cuma selapis, 
Agak lama pengirimannya"
ryah23,5,"hamdulilah dapet ini gratis pke doakon yg 100 rbu dri shopee. kualitas ok
 pemgemasan cepat mantul pokoknya"
a*****i,5,alhamdulillah produk sdh sampai dgn aman kecepatan produk sgt baik hrga oke kualitas oke produk bgus  toko amanah  pengemasan sgt baik recoment toko👍👍 semoga brg ny awet aamiin
ghanyace30,5,"Pengiriman cepat, pengemasan juga.mantab oke super duper safety .. kualitas memang tdak diragukan lagi .. 😘😘"
r*****2,5,"Beritahu pengguna lain Mengapa anda sangat menyukai produk ini?
JAWABAN
Karena produk ini ......"
maryanto_1278,5,Pesanan kedua 😊👍🏻 pengecasannya cepat 👍🏻👍🏻 makasi ya seller dan shopee 😊👍🏻👍🏻
amaliakhairunnisaerza,5,"Bagusss bangett, dijamin oriii, 100000000000000% oriii. Kualitas bagus bangett, pengiriman cepet sekaliiiii!!!! Seuuper luvv❤️❤️❤️❤️ 
Bener2 ga kecewaaa, recomended bgtt😭😭😭😭"
b*****7,5,"Mantaappppppp barang okeeeee sampe nya juga cepet lah, baru pertama kali belanja disini, pengemasan nya sehari, jd dari pas awal pesen sampe barang dtg butuh waktu 3 hari."
a*****z,5,"Paket sudah sampai
Sesuai pesanan
Sudah dites charge ke hp bisa
Tapi belum coba charge pb nya, semoga awet
Terima kasih"
h*****h,5,"Warna dan desainnya klasik elegan. 
Digenggam gak terlalu besar dan tebel tp emang rada berat tp kokoh gitu
Pas awal pake udh full baterainya ini mau coba tes berapa kali pemakaian dulu dg isi full charge 

Semoga awet yaaa aamiin "
abialzn,5,cakep si ini barangnya.. asli dah.. gak nyesel beli disini.. dengan harga murah bisa dapet barang cakep
y*****1,5,"produk ori, kualitas sangat baik, kecepatan pengiriman cukup baik"
amandanggraini,5,"Pengiriman nya luar biasa lamaaa, butuh kesabaran ekstra
Pengemasan barang bagus, rapi, aman pakai bubble wrap
Respon seller sangat lama
Barang original, dapet harga diskon"
w*****2,5,"Terima kasih powerbanknya udah dateng.. pengirimannya cepat tapi pengemasannya agak lama denger juga katanya paket di batasin pengirimannya. 
Powerbanknya berfungsi dengan baik. Semoga awet"
ekoutomo1991,4,"Pengemasan sedikit kurang safety...tlong ditingkatkan...smoga awet .makasih boskuuuu
Good good good"
mellydaputriecahyani,5,"Dari dulu kl pesen elektronik pasti merek robot.. Produk nya ga ngecewain, dan packing selalu rapih..."
f*****a,5,Kuliatas produk baik dan harganya murah. Packingnya bagus aman. Pengiriman lumayan cepatttt. Thanks!
v*****a,5,"Kirain bkalan dapat kbel charger yang type c 😭trnyta bukan , tpi gpplah .. beli pas hrga 111k dpt ptongan koin jdi 99k😋 sering² adain flash sale powerbank ya  makasih❤️"
r*****a,5,"Pengemasan cepat pengiriman cepat penjual ramah, produk original,tapi bubel warp nya kurang tebel sih"
n*****a,5,"Biarkan bintang berbicara, ,udh kesekian kalinya beli dsini dan worth it banget, ,sukses selalu untuk seller dan tetap jaga kualitas produk yah"
s*****a,5,"Bagus,  ori semoga awet..... Respon seller ramah dan abang kurirnya ramah juga"
i*****8,5,"Kualitas produk sangat baik produk Berfungsi dengan baik respon penjual Ramah pengemasan lama sekali but it’s OK
Barangnya memuaskan dan rekomended
Terima kasih shopee"
arihidayatii,5,"Barang sudah sampai dengan cepat dan baik,packing rapi,kualitas bagus , harga terjangkau , smoga jadi langganan ditoko ini, sukses terus buat usahanya, trima kasih 😊👍🏻"
m*****h,5,"Packing aman ga lama juga cuma 2 hari an, produk lengkap udah dicoba pb nya baru ada 2 lampu dan dicoba ke ip 7plus sampe penuh masih bisa. Semoga awet."
santimubarrak,5,Paketnya sudah sampai suka sama warnanya dan semoga berfungsi ini baru aq charger dulu. Makasih ya
tresiapurba2019,5,"Barangnya sesuai dengan dikakatalog.
Aku udah sering beli disini dan gak pernah nyesal.
Karena barangnya memang bagus-bagus."
firmanattasiki,5,"ni barang nya nyampe cepet banget kemaren cekout sekarang nyampe, mantul banget dah... kualitas mantapzz banget.. berfungsi dg baik.. recomended bgt pokoke... "
qela100,5,"Teman-teman belanja online ku setanah air tolonglah belajar bersyukur, ekspektasi tu jangan tinggi""... Harga miring tapi nuntut banyak kan ga ngotak aihihihi. 
Btw makasi buat shopee, kurir ama tokonya"
d*****_,5,"cukup ringan untuk powerbank segini, aku kira bakal tebel bangettt ternyata enak banget digenggam. Pas nyampek sudah keisi 2 bar, skg lanjut di cas. Semoga awet"
s*****h,5,Barang sampai dengan selamat dan pengemasan juga aman. Semoga awet lebih dari 3 tahun soalnya dulu pake pb robot jg baru rusak pas udh 3 tahun lebih
ekiwinda,5,"pengemasan cpt .. pengiriman jg cpt banget
sellee ramah sekali .. barang dikirim dengan pengemasan yg sangat baik dan tebal... jd smpe dengan aman mulus ,barang Ori ..mantaaap lah👍🏼"
asraike,5,"Barang sudah sampai dgn selamat. Baguss pb nya ringan dan warna nya cakeppp. Semoga awett 
Thank you seller "
yantinoo,5,"Good Power bank nya bisa digunakan dengan baik , barang pun sampai dengan rapi & aman, mantaap"
harisd6no6,5,"Barang udah sampe tinggal di tes moga aja awet,.. 
Pengiriman cepat 👍🏻👍🏻👍🏻... 
MantuL"
rhianingsih,5,"power bank green nya bagus bannget real pict 
Pengiriman cepat"
v*****5,5,"Barang sudah sampai
Pengiriman cepat
Barang bisa digunakan
Sudah dicoba
Semoga awet ya,.  
Terimakasih sukses selalu"
k*****e,5,"Terima kasih... Pesanannya sudah sampai dg aman...
Powerbanknya bagus n berfungsi dg baik.."
juliani_astini,5,"Real capacity. 
Sudah dipakai dan sampai saat ini tidak ada kendala apa apa."
l*****0,4,".Utk kurir br x ini pke jasa expedisi ""nganter"". kurir krg sabar dlm mncri almt.  Smga awet produk nya. "
l*****a,5,DgjlohtwzvmlpifsqgbmDgjlohtwzvmlpifsqgbmDgjlohtwzvmlpifsqgbmDgjlohtwzvmlpifsqgbmDgjlohtwzvmlpifsqgbmDgjlohtwzvmlpifsqgbmDgjlohtwzvmlpifsqgbmDgjlohtwzvmlpifsqgbm
delfitaaa,5,"Packingnya safety, barang sampai dengan cepat, penjualnya ramah pol, dan sudah saya coba cas dan saya sudah coba pakai cocok dan bisa. Terimakasih semoga awet awet"
e*****i,4,"Bagus, pb berfungsi dgn baik semoga awet. Cuma packingnya agak riskan krn bublewrapnya tipiiis 😅 lain kali di tambah stiker fragile aja ya admin. But overall product is good"
u*****b,5,"Pengemasan 3 hari. Packing cuma bubble selapis doang, untung gk kenapa2 produknya. Terimakasih"
f*****1,4,"Belum dicek krn punya temen,, semoga barang nya bgs dan awet tq,, pengirimannya cepet...
Belum dicek krn punya temen,, semoga barang nya bgs dan awet tq,, pengirimannya cepet..."
e*****i,5,"Powerbanknya dapetnya white...padahal pengen yg green.tapi setiap cek yg green selalu kehabisan.mungkin belum rejekinya dapet yg green.belum di coba,smoga ajj awet dan brfungsi dgn baik."
delamahalia0922,5,"Powerbank nya bagus, pengiriman ny cpt, aman bgt, aku sukaa,  elegan gitu pokok nya bagus deh"
flowsttshop,5,"Pesanan cepat sampai alhamdulillah, beli tgl 12 sampe tgl 16, packing lumayan aman krn tidak ada kerusakan fisik, ini lagi dicoba charger full terlebih dahulu, semoga awet deh✨ 
Insyaallah ini juga dijamin keasliannya karena ada barcode hologram dan segel robot.
BANYAAK VOCER POTONGAN MAKIN MURAHHH"
a*****6,5,"Barang bagus sesuai dengan deskripsi, keren dah pokoknya recommended banget deh la pokoknya Semoga toko bisa selalu konsisten yah"
salmadama8,5,"Original. packaging super duper aman. Barang sesuai iklan. Keren sih, walau awalnya sempat bingung dgn pricelist di shopee yg rada amburadul"
d*****_,5,"baguuus, udah bisa langsung dipake hehe thankyou yaaa, pengiriman jg cepet, pengemasanya aman wush wush wush terkendali 🙏🏻"
raputtrii,5,"Kualitas produk baik
Produk original
Harga produk lumayan murah karena pas flash sale
Pengiriman juga cepat dan aman karena pake bubblewrap.
Thank you seller"
d*****e,5,Walaupun dikemas nya lama bangeud. Tapi pengiriman nya 1hari nyampe. Makasih kak. Power bank nya lucu beud
h*****h,5,Alhamdulillah sudah sampai terimakasih banyak ya.... Semoga tokonya terus amanah dan lebih baik lagi pelayanannya... Thanks ya.... Sukses selalu ya admin...
q*****e,5,"Mantap barang datang mulus,tdk ada lecet sedikit pun,kurir ramah, smg amanah terus tokok nya tq saller"
evanlaksana88,5,Produk sudah sampai dengan selamat.. sudah beberapa kali pesan dan kondisi barang baik. Semoga awet
dewijuwitakacaribu,5,"Ok... 
Pesanan sampai dengan selamat 😁
Terimakasih.. 
💃💃💃
Ulalalalalaaaaaa... "
d*****a,4,"Barang original, packaging baik, harga terjangkau..
Mdh""an bs awet sperti charger saya sbelumnya.."
agustina.eva,5,Barang sudah mendarat dengan selamat. Pas sampe langsung periksa. 😁 langsung pake suami buat cas hp n jadi tenaga buat bisa pumping. Ngebantu banget deh.
lukita.almac,5,"Bagus bangettt, berguna banget buat saya, keren, langsung saya kasih Sticker. Biar makin ucull...
Packing rapihh. Suka"
n*****a,5,"Terimakasih terimakasih bagus bagus berfungsi dgn baik next order lagi,, terimakasih 😊😊"
s*****_,5,"Barang sesuai pesanan, kualitas produk bagus, produk original, packing baik"
nandyazzhr,5,"Pengirimannya super cepat, kualitasnya bagus, dan pengemasannya lumayan rapi. Semoga awet deh. Thank you seller🥰🥰"
mariaulfa1201,5,"Alhamdulillah sampai dirumah dengan selamat, semoga awet dan berfungsi dengan baik, sukses terus tokonya"
homey.ku,5,"Sudah d coba dan berfungsi dgn baik. Hanya waktu pengisi daya yg blm d coba.
Terima kasih"
f*****4,5,"Alhamdulillah barang sampe dengan selamat, pengiriman juga cepet, tidak ada gak cacat packging lebih diperhatikan lagi ya tapi gada yg rusak sih recomended deh"
g*****a,5,"Kualitas baik harga baik produk baik pecking baik kecepatan baik, berborong power bank, dg harga segitu, saya tunggu diskon nya lagi..."
f*****f,5,"Terimakasih banyak barnagnya sudah datang , pengemasannya aman dan pengiriman cepat"
smddiana,5,"kecepatan pengiriman baik, packingan aman, produk original"
meliana90,5,Barang sdh sampe. Pengemasan cukup lama tp pengiriman cepet. Saya salah pesen mau pesen yg out nya type c malah yg Micro. Jd mesti beli kabel lg nih
g*****8,5,Barang sudah sampai dalam keadaan sangat baik. Barang datang sesuai dengan jenis pesanan saya. Pengiriman standard kecepatannya. Terima kasih banyak
a*****0,5,Barang yang datang lengkap dan dengan keadaan yang baik saya harap bisa awet lama pokoknya klo ROBOT itu gak pernah ngecewain makasih juga hadiahnya lucu bisa buat tempat make up atau lainnya
c*****y,5,"terima kasih powerbank nya sudah sampai, ada baretan entah kenapa 😅 semoga awet deh"
mitalusyanaa,5,"Bener bener cepet banget sampe nya, baru kemarin pesan, hari ini langsung dateng, barang alhamdulillah gak ada yg cacat, mulus deh pokok nya hehehe"
b*****3,5,"Produk original, pengiriman standar, respon penjual cepat...harga lumayan terjangkau karena diskon...
Sayang packingan kurang tebal...bungkusnya jadi sedikit penyok"
a*****4,5,packing kurang tebal. seharusnya di lapis buble warp lagi.. gak tau deh pas di kurir.. apa ada dibanting..😞 semoga aja awet. Aamiin
resimanalu0107,5,Proses pengemasannya sangat baik dan barangnya juga sama persis dengan gambar. Pokoknya aku gak bakal nyesal belinya di toko ini.
r*****a,5,"Sudah diterima dengan baik, berfungsi, ada kartu garansi, packing bublewrap cuma selapis dah gitu bublenya banyak yg udh meletus, but masih aman👌👍"
n*****p,5,Produk sudah diterima dengan baik. Customer service juga responsif dan melayani dengan baik. Semoga produknya awet. Terima kasih.
nisambal,5,"Almmdullllliiiilllaaaah barang sudah sampe dengan selamat, lengkap dan tanpa cacat sedikitpun, pokoknya murce dan mantappppp"
idangmukti,5,"Mantap bund. Berfungsi dengan baik. pengemasan cepet bgtt, sangat recommended."
k*****a,5,24 jam langsung sampai! Pengemasan sangat cepat dan pengiriman kilat. So far pemakaian nyaman dan ga ada overheat. Thank you
y*****9,5,"Powerbank berfungsi dengan baik, cepet sampainya,  pengemasan oke, "
nuradelia007,4,"Barang sudah sampai dengan selamat,tanpa cacat👍👍. Kemasannya sangat rapi,pas di coba, produkx berfungsi dengan baik...mdhn2n toko ini laris jualanx .🥰🥰😊"
n*****2,5,"pengemasaann cepaaat, packaging jugaa okaaaiiii, semogaa awet seperti bisanyaaaa😍😍 respons adminnyaa jugaa ramaaaahhh ramaahh!!! thank u minnnnn"
l*****3,5,Barang oke..berfungsi dengan baik..pengemasan baik..pengiriman cepat
p*****i,5,"Alhamdulillah sudah sampai, pengiriman cepat sehari sudah sampai, pengemasan lama 2 hari baru dikirim, itupun mesti di chat ke admin nya, semoga ke depannya lebih baik lagi
Terima kasih"
f*****0,4,"Barang bagus hidup semoga awet 
Pengemasan h+3 lama ya
Dari pihak ekspedisi juga lama jadi total 10 hari baru nyampe
Barang bagus hidup semoga awet 
Pengemasan h+3 lama ya
Dari pihak ekspedisi juga lama jadi total 10 hari baru nyampe"
nadin_laundry,5,"Beli pas lg sale dong,smga awet,udh d cba sh. Berfungsi baik. Lmyan berat,wrna ijonya krain terang. Tp oke bgt dah pb dr robot tuh. Mksh saller"
q*****f,5,Rekomendasi banget beli disini. Walaupun sempet was was sama packaging nya. Tp alhamdulillah aman. Prosesnya jg cepat. Terimakasih banyak kak 😀
doki2arsy,5,"Belum di coba ke hp, lagi mau isi full dulu robot nya

Makasih ya sesuai harapan Dtg tepat waktu sebelum pergi "
idafard12,5,"Ok sih ini... Modelnya simple warnanya jg bagus. Moga awet.
Pengiriman mgkin bisa lebih dipercepat yaa..
Overall ok. Thx seller."
a*****g,5,"Kualitas sangat baik,barang rekomended kapan kapan beli lagi👍👍"
amandaekakartikaaa,5,Mantap. Pengiriman termasuk cepat. Warna hijaunya bagus bgt. Gak terlalu besar dan gak terlalu kecil jd enak dibawanya 👍🏻
a*****6,5,"Kecepatan pengiriman barang sangat baik 👍🏻👍🏻 harga produk baik😁 mantap pokoknya✊🏻 
Barang original mantap✊🏻"
t*****i,5,"Maaf foto brgnya sudah tidak ad tapii brg sampai dengan kondisi yang baik
Respon seller juga bagus banget minta dikirim cpt 
Thank youu robott"
h*****1,4,Kualitas produk baik..maaf ga sempet ke video ke buru diambil yg punya... Rekomended semoga awet...garansi kan yaa...keep amanah en sukses trz buat tokonyaaa ini 👌
rachelsonya,5,"Terimakasih banyak seller paketnya baru saya buka, alhamdulillah semuanya utuh dan dipacking dengan aman dan amanah terimakasih banyak seller "
h*****1,5,"Baguusssss bangettttttt....
Sudah diterima dengan baikkkkk,,
Kuakitas produk baikkkkkkk ....
Pengemassan juga raspi dan amannnn....
Mkasihhhh"
i2nps,5,"Terima kasih, powerbanknya sudah datang. Semoga bermanfaat. Terima kasih Seller, semoga usahanya dimudahkan dan dilancarkan 😍"
8*****u,5,pengiriman lumayan bagus cepet juga powerbanknya lucuuuuu warna hijouu uu baguss😍😍
b*****a,5,Barang datang sesuai dengan apa yang dipesan bagus dan mantab
s*****8,5,Kualitas produk sangat baik. Original dan sesuai gambar warna putih. Maaf tidak sempat video karna jadi kado. Tp pas d tes berjalan. Semoga awet
sindyhermulyani,5,"Mantap barang bagus, pengirimannya juga cepat, thebest banget lah pokoknya, kapan kapan beli disini lagi deh, makasihshopee makasih seller"
zummah_asy,5,"Barang sampai di tempat tujuan dengan selamat. Pengemasan cepet banget padahal official store, pengiriman juga cepet. Lebih cepet daripada estimasi waktunya "
n*****1,5,"Produknya sangat keren, proses pengiriman cepat, dan pengisiannya cepat
Terima kasih penjual
Sukses terus ya😁👍"
liinda88,5,"Sangat berguna terimakasih seller, cepat dan ramah semoga berlimpah rezeki kita semua aminn"
citraasafira,5,kualitas produk sangat baik. produk sangat dijamin originalitasnya karena produk dari store official. terima kasih seller.
d*****r,5,"Setelah gagal pengiriman 2x akhir nya sampe juga hari ini,sempet greget bgt sama pengirimannya.tapi ok lah yg pntg udh sampe,semoga awettt "
gracias.kids.clothes,5,"Sesuai dengan gambar. Packing rapi, pengirimannya lumayan lama, udah langganan nih disini dan emang bagus  dan ori barangnya. Thankyou gan"
herukhoirulmaliq,5,"Mantap, barang sesuai, pengiriman standar,, bubble wrapnya cuma 1 lapis risih untungnya gapapa, tolong di tingkatnya seller, padahal ini mall seller"
i2nps,5,"Terima kasih, pesanannya sudah sampai. Semoga bermanfaat dan awet. Terima kasih sekali lagi, semoga usahanya dimudahkan dan dilancarkan 💗"
doel_pane,5,Walau pengiriman agak terlambat d j&t kualitas barang sesuai harga mantap cukup puas
diyana12,5,"Mantab barangnya lengkap dan berfungsi dengan baik semua. Next bakalan order lagi di toko ini, benar benar bisa jadi langganan. Makasih."
e*****c,5,"Warna nya hijau, jarang bgt untuk warna kaya gitu.. bentuk nya pas bgt ga kegedean atau kekecilan.. bagusss dan harga nya jg murah"
fitrohtoy,4,"Mantap pesanan sudah sampai, terimakasih admin
FAST respon juga, barang sampai dengan aman
Semoga awet
Terimakasih"
shalihqonitahumar,5,"alhamdulillah sampe juga power bank, semoga awet dipake....terimakasih.."
lisnura,5,"Barang sudah sampai dengan aman, dan barang ori bagus banget suka sama warnanya semoga awet, tapi pwngiriman agak lama. Pengemasan rapi"
firaazls,5,Kalo sm robot biasanya gapernah kecewa dg produknyaa. Semoga kali ini bener2 bisa awet lagi sperti sebelum2nya.
m*****8,5,"Powerbanknya besar,warna asli lebih gelap dan agak berat. Belum coba..tapi percaya merk robot pasti bagus. Semoga awet ya..tks seller"
ritharilestari,5,"Alhamdulilah sampai.. walapun pengemasan lama, dan ada drama drama barang habis wkwk"
belladharmafitri,5,"beli untuk hadiah ulang tahun ayah, beliau suka banget, bagus dan awet."
nirmala3514,4,"Cpt smpe dan bsa digunakan dngn baikkk next bkl order lg 
Wjhwndbdbsnmamandbfbsnnansjdbfbdndnjsksjbcbxjskajdhdd
Jsjkajdhdkskskjebfbdjskakbsjskb"
