username,bintang,review
aida_hye,5,"Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeereees
Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeereees
Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeereees
Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeereees
Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeereees
Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeereees
Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeereees
Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeere"
n*****i,5,"Awalnya aku kira bakal lama nyampenya karena banyak penilaian yg complain pengemasan lama, ternyata pengemasan lumayan cepet, dipackingnya jg rapi pake bubble wrap dan disegel plastik. Tapi segelan merk robotnya kayak udah dibuka mungkin dites dulu kali ya sblm dikirim. Berfungsi dgn baik thx robot"
starvido19,5,"Produk original, pengemasan cepat, pengiriman cepat, mudah2an awet"
g*****n,5,Produk datang sesuai pesanan. Packaging aman pakai polymailer bubble. Kecepatan pengiriman standar. Sudah dicoba dicharge dan bisa nyala. Lengkap dengan kabel dan kartu garansinya. Lumayan berat tapi masih batas wajar. Thanks seller!
anna.am1962,5,"Sudah di coba, oke smua buat ngecas atau di cas.. Dapet harga flashsale 99rb lagi  .Semoga awet ya.."
o*****h,2,"barang berfungsi baik. packing rapih. saya kasih bintang 2 karena pesanan diproses lama banget. respon penjual juga buruk. admin online, tapi di chat ga di balas. Saya chat di jam online admin, online activitynya keliatan, tapi tetep ga bales. sy chat diluar jam online, yg balas bot dan ga membantu."
f*****5,5,Mulai sekarang #Lebaranbarengrobot aja.. Harga nambah dikit dan kualitas terjaga.. Trim's ShopeexRobotofficialshop 🙏
setyo0329,5,"Barang kualitas bagus,  barang ori. Buat cas super cepat penuh nya.  Rekomendasi untuk yang cari Powerbank berkualitas. Mantap banget "
f*****a,5,Baru pesen lusa eh kemarin udh nyampe emang terbaik diantara yg terbaik💛 bismillah semoga awet
dhewix21,5,Pengiriman cepattttt..barang sesuai pesanan..... .  ....
mutiah2812,5,"Produk sampai dengan selamat, semua komponen lengkap, bahkan disertai kartu garansi juga.  semoga awet lah, biar gk mengecewakan."
dianwati64,5,"Alhamdulillah paketannya sdh smpe gan, produknya bener"" ori ya..bagus bngt, respon penjualnya jg ramah, packing sngt rapi. Terimakasih gan semoga tmbh d lancarkan usahanya oleh Allah SWT.... Aamiin "
hidayatsjarif,5,"Untuk hari ini hanya Tahfidz saja ya agar cukup video call 14 siswa, dimohon juga memakai seragam sekolah (boleh seragam apapun) saat video call berlangsung"
j*****a,5,"Barang sangat bagus, pengiriman cepat dan respon penjual ramah"
a*****4,5,"Kecepatan pengiriman sangat baik, produk original, harga produk sangat baik, respon penjual sangat baik ✨🌸🙏⚡✨🌸🙏⚡✨🙏⚡✨🙏⚡"
kuharusjajan,5,"barangnya sampai dg selamat.. udh dicoba dan jalan
mudah2an awet
"
irenafriliana,5,Produk original dan sesuai dengan pesanan. Pengiriman juga cepat sampai
v*****_,5,"Barangnya sudah sampai, pengirimannya juga cepat, barangnya sesuai juga, sudah di coba dan berfungsi.. semoga awet:)"
s*****3,3,"Datengnya lama, pesannya hijau di kirimnya malah putih klo stok warna hijaunya ga da knp ga bilang aja sih"
s*****1,5,"Lama banget pengemasan nya 😭 powerbank nya ori bagus semoga awet
Tp aku masih baik ku nilai *5
Semoga bisa diperbaiki lagi ka pelayanan nya yah semoga gercep
Apa aku yg kurang beruntung 🙄"
novi_alfi,5,Barang mendarat dg aman.. dipacking cukup aman pakai bubble wrap 1 lapis.. barang sudah dicek dan kondisi barang normal.. harga sangat terjangkau karena lagi flash sale.. warnanya sukaaaaaakk..
farizhidayat26,5,"Barang sudah sampai, sesuai dengan pesanan, pengemasan dan pengiriman nya cepat. Semoga barang nya awet dan tahan lama yak"
rafhaafifan,5,Pengiriman cepat seler ramah barang original dapat koin sippp toppp cepat sampe cmn 2 hari produk original kualitas produk sangat baik harga produk sangat baikkecepatan pengiriman sangat baik
yudi2782,5,Produk baru nyampe. Mudah mudahan awet . Tidak terlalu slim dan ringan. Tp trims
esadestianaita,5,"Barang suda sampai sesuai pesanan,bagus,mantappppppppp......."
cmaulidya,5,"produk original, pengemasan produk rapih, pengiriman cepat. Semoga penjual mempertahankan kualitas produk dan pelayanannya."
k*****r,5,"Bagus barangnya. Baru di charge sih, semoga tahan lama dayanya dan awet. Sampai dengan selamat juga. Masih baru. Kalo bagus ntar beli lagi 😂👍💜💜
Thank you
*ps. Salam dari mas ganteng "
fifitrahma,5,"Sudah beli ditoko ini berberapa kali dan memang gapernah mengecewakan..
Pengemasan rapi dan aman dengan bublee warp. Barang semua segel ori, bagus, dan sesuai..
Sukak bangett"
suryaamertha13,5,Nice. Barang oke. Pengiriman ok. Packing... Yaaaahh gpp lah barang aman. Walopun cuman pke buble. Nice nice lanjutkan
chalvino_vino,5,"Barang Ok.. Packing rapi dan aman..kecepatan pengiriman lumayan..respon penjual lumayan. 
Mudah-mudahan aja awet di pake lama. 
Harga memang agak sedikit lebih mahal dari toko sebelah, tapi biasanya kalo beli di official store, kemungkinan original nya lebih besar dari toko lain.
Tx seller"
w*****i,4,"Alhamdulillah paketan aku sudah mendarat dengan sempurna 🤩🤩🤩🤩🤩🤩 lumayan dapat harga murah dengan kualitas yang ga murahan, dicoba nyala coba blm dicoba real gak nya seh semoga awet... "
resylarasaty,5,"Ok 90% sesuai ekspektasi, kalo untuk bekas dari sidik jarinya masih keliatan. Barang mall ya lebih dipercayai aja dari toko lain, respon dari adminnya ok juga, pengemasan standar 1 atau hampir 2 hari. Packing nya menurutku belum terlalu ramah, warpnya cuman selapis:)"
m*****r,5,"Barang ok, original karna dari oficial storenya. Afa label ori"
putrimelnai,5,Terbaikkkkkkkkk.. mdh2an..bgussss yaaaaaaaaaaaaaa...awettttttttttttt...udh langganan roboot
wahidin233,5,"Alhamdulillah barang datang very fast....👍👍👍, mantap pokonemah, robot recomen buat menunjang acsesoris hp mu...."
ellysnoviastuti,5,"buat suamiku kerja, mudah2an bermanfaat dan awet. terimakasih seller sukses selalu"
d*****6,5,Cakep warna nya pengirimannya juga cepet harganya terjangkau banget ini powerbank
witmaayu25,5,Uweehhh cepaat sampainya langganan pakai produknya robot huhuiii kmarin aja beli charger sampe di ambil sama bibik saking bagusnya
a*****a,5,Mantappppp djiwaaaa 👍👍👍 maaf video n fotonya gambar majikan
intan8821,5,"Barang udah sampee akhirnya
Ditunggu2 soalnya
Udh dicobain berfungsi dengan baik kok
Makasih seller
Makasih bang kurir
Makasih shopee!❤️"
s*****e,5,"smoga barang berfungsi baik, awet, trimakaaih shopee, seller n kurir"
triayu.mulyaningsih,5,"Kualitas produk baik, produk original, harga produk sangat baik, kecepatan pengiriman standar, dan pengemasannya baik "
a*****_,5,"Pengemasan agak lama mungkin karna flash sale trus jg abis 2.2 kali ya. Pengiriman cepet banget, kualitas produk super bagus bangeettt. Packing super rapi, barang komplit, sampe langsung aku coba pokonya mantuull. Sukaaaaaaaaaakkkkkkkkkk😭❤️ terimakasih kakkk🥰"
snhana28,5,Barang sampe dgn aman. Alhamdulillaah. Berfungsi dgn baik. Semoga awettt.
wiwis_anggraini,5,"Barang sesuai dengan pesanan, packing rapih, respon dari penjual ramah dan baik.
Terima kasih. 😊"
hardiantiyahya,5,"Real picture,  PBnya cantik wrnanya cantik,  packingnan jg rapi dn aman,  tp blm sy coba semoga awer"
d*****i,5,"Buat pengirimannya cepet, packaging nya aman. Semoga awettt"
aabdulhaq,5,"Barang bagus, barang yg dikirim sesuai pesanan, pengiriman cepat, kualitas barang oke"
sweetchain.id,5,"Powerbanknya sudah sampai dengan selamat. Sumpah selucu dan sebagus itu. Packingnya juga super aman dan tebel. Sudah dicoba, berfungsi dengan baik. Terimakasih seller. "
a*****9,5,"Produk original, real capacity 1000mah, saya sudah untuk hp saya yg 4000mah cukup untuk 2x charge, warnanya lucuuu, keren bgt jadinyaa👍
Pengemasan meski tidak memakai bubble wrap tapi tetap aman, pengirimannya suuuperrr cepaatttt. Beli pas sale 10.10 jadi lumayan murah. Terimakasih ✨"
cikitadewi,4,"Proses packing lamaa. Pesen tgl 4 tgl 7 baru dikirim . Pdahal pengiriman cma shari . 
Warna jauh lebih butek dari pda digambar yg keliatan ijonya itu glossy cerah. Aslinya doff butek "
y*****0,5,Barang sudah sampai bagus banget mantap top banget lah pokoknya
s*****6,5,Alhamdulilah mendarat dengan selamat Dan barang nya aman sukses selalu iya..
noviaryu95,5,"Barang di terima dalam kondisi baik, tapi pengiriman lama 
Pesan hari Minggu Jum'at baru di terima. 
Semoga barang awet..

Thanks seller "
mhmd.sofian,5,"baru pertama kali beli barang di sini bagus banget ,kualitas nya sangat bagus .barang berfungsi dengan baik semuanya .pokoknya gak nyesel.tempat headsetnya bagus banget "
sakinanoy,5,"Karena letak geografisnya ini, Indonesia disebut memiliki berbagai keuntungan dan terletak di wilayah yang strategis. Letak geografis Indonesia yang berada di antara Benua Australia dan Benua Asia, serta Samudra Hindia dan Samudra Pasifik disebut sebagai hal yang menguntungan."
w*****n,5,Bagus bgt. Alhamdulillah kebagian flash sale kmrin. Bagus bgt Bagus bgt. Alhamdulillah kebagian flash sale kmrin. Bagus bgt Bagus bgt. Alhamdulillah kebagian flash sale kmrin. Bagus bgt Bagus bgt. Alhamdulillah kebagian flash sale kmrin. Bagus bgt
engkuskusnadie,5,"Alhamdulillah barang datang dengan cepat tadinya was2 karena gagal pick up. Soalnya mau dipake kegiatan 😂, terima kasih ka.
Barang berfungsi dengan baik, semoga awet."
ruthclaritaa,5,"Bagusssss. Buat hp redmi note 8 bisa 2x ngecas, dengan catatan batrenya bnr2 low ya. Udah ku coba mantep. Packingan aman. Warnanya cantik. Ijo sesuai gambar. Cuma ini efek lampu jadi hasilnya beda dengan aslinya. Rekomen deh. Thankyou so much!!!!"
kikieagustin,5,"selalu suka produk dari robot, bener bener awet, dulu beberapa taun yang lalu pernah beli juga powerbank dan itu masih berguna sampe sekarang, terimakasih robot😍🖤🖤🖤"
n*****a,5,"Produk bagus, harga terjangkau, tidak mengecewkan. Lengkap."
ayutetu,5,Barang pesanan tetangga si. Tapi katanya udah nyampe 😁
id5441_06300,4,Seperti biasa packing minimalis.ini msh mending dalamnya dikasih bubble selapis.blm dicoba mudah2an ga cacat n awet.
rizka.apriliyani28042002,5,"Barang bagus
Pengiriman cepat
Semoga awet ya
Ini powerbank pertamaku yg robot"
fisya_aini,5,"Alhamduliallah gak nyesel belanja di official store, barang di jamin ori.
Alhamduliallah gak nyesel belanja di official store, barang di jamin ori.
Alhamduliallah gak nyesel belanja di official store, barang di jamin ori.
Alhamduliallah gak nyesel belanja di official store, barang di jamin ori."
l*****5,5,"Suka banget sama produknya, apalagi warna hijaunya unyu bangettt aku sukakkk. Ini pembelian kedua titipan saudara. Jadi gak diragukan lagi produknya Krn emang fast charging kalo dipake. Semoga awet produknya. Thx seller sukses selaluuuu. "
a*****3,5,Maaf ga sesuai gambarnya.. yg jelas.. Produknya okeh.. berfungsi dg baik.. awet.. bantu bgt pas lagi perjalanan jauh
cahayafitriyadi,5,"Alhamdulillah barang sudh sampai dengn cepat, produk original, harga barangnya juga sangat murah meriah, kecepatan pengirimannya juga sangat cepat, respon adminnya sangat baik, next order disini lagi, recomended deh pokoknya, makasih ya 🙏😊"
i*****5,5,"Respon penjual sangat baik, pengiriman sangat baik pengemasan rapih dan aman. Produk ori harga murmer.Respon penjual sangat baik, pengiriman sangat baik pengemasan rapih dan aman. Produk ori harga murmer.Respon penjual sangat baik, pengiriman sangat baik pengemasan rapih dan aman. "
putriiammmnd,5,"Ok w suka,,, wort it bnged dibeli dengan harga segitu"
andi_yuniarto.,5,"Barangnya sudah sampai bagus banget power Bank nya semoga awet, terima kasih shopee.
Mantuulllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll"
s*****i,5,"Pengirimannya super cepet, produk diterima dengan baik tanpa rusak dan kurang. Rekomended seller belanja disini pokoknya mantebbbbb👍👍👍"
saecollection88,5,"Barang berfungsi dengan baik, kabel berfungsi dan semua berfungsi dengan finsinya. . 
Gak kecewa , semoga awet ya kak😊🙏
The best seller👍"
elfirashenita,3,Bagus tapi lama banget twrus packingannya juga kurang bagus kayaknya tercampak- campak. Kalo bisa pengirimannya dipercepat ini udah seminggu lebih baru nyampe. 👎🏼 utk pngirimannya.
s*****a,4,"Akhirnya pengiriman gak selama yg dulu, smoga aja awet. Maaf cuma ngasih bintang 4 Karena PB sekarang belakangnya ada ruang kosongnya, jadi di ketuk2 bunyi. Semoga aja gk kenapa2 ya. Kalau PB yg dulu bagus depan belakang gk ada ruang kosong nya."
nursafitriashari,5,"Alhamdulillah barang sudah smpai 🤗 terima kasih seller, semoga PB nya awet ya dan bermanfaat 😍 
Semoga rejekinya lancar terus ya seller usahanya diberkahi 😍
Terima Kasih seller 😇"
dianaanggreani97,5,Order yg ke 2x nya. Alhamdulillah sllu puas gak pernah kecewa. Pesanan jga sesuai.. Barang jga berfungsi dg baik.. Makasih ya.. Lain kli order kesini lagi..
aegirine,5,Maaf foto tidak sesuai produk. Barang sudah diterima. Tks.
frindah9,1,Saya cas 4 jam tidak penuh2 saya pake tiba2 mati terpaksa saya beli kabel data baru baru bisa cas sampe penuh
angga_store93,5,"Keren pokoknya mah, beli di toko ini saja yaa.. pengiriman cepat..."
r*****2,5,Isowowjwbbzbbxjalalalapqpowowoeiierjhrbcbxbnakalapqoqoqow
p*****s,5,"Barang Bagus dan dikirim langsungg, cepet sekali 👍👍"
agussyafrianto,5,"Makasih shopee,seller dan kurir yg ramah.. 
Mudahannye awet powerbanknye"
r*****a,5,"Barangnya bagus, original,cuma pengirimannya agak lama karena pengiriman ke bangka, sempat di tahan di gudang j5 beberapa hari, saya kira gak bakalan di kirim, tp alhamdulillah lh, makasih seler👍👍👍"
i*****a,5,"Pengiriman cepat,kualitas barang nya baik cuma di bagian lampu nya gatau retak atau apa kaya ga pas. Tp overall semua berfungsi dengan baik. Thx u seller🙏🏻"
herliasetyawan,5,Suamiku sukaaaaaaaakk banget makasi😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊
carolin_22,5,Bagus powerbanknya hidup. Semoga awet. Packing rapi . Pengiriman lumayanlah . Harga terjangkau. Mantapsss
mutiarasgc,5,"Suka sukaa packingnya safety, pengirimannya cpt,  barang sesuai dgn pesanan dan deskripsi, ga ada lecet, dos masih kesegel smua cmn PB nya blm dicobain sih semoga awet💜 tenkyuu min"
k*****a,5,"Barang sesuai pesanan, pengemasan cepat dan aman, semoga barang awet"
d*****3,4,"Pengiriman lumayan karena 12.12, sesuai pesanan datengmya, udah dicoba masih berfungsi, tp ga tau emng 1000mah beneran ato ga isinya karena belum dicoba ngecash dr full powerbank sampai habis.
Semoga real 1000mah nya dan semoga awett, barakallah🙏🏻🙏🏻"
dian.rizki.anggraini,5,"Baru cek out kmren minggu, hari selasa ud smpai...
Semoga awet, bgus bgt.
Warna nya sama kyak warn hp 
Aaaahhhhh sssuuuukkaaaaaa 
Makasih"
shasamaulidah,5,"Terimakasih barang sudah diterima,cocok sesuai barangnya"
triindaryanti,1,Dikirimnya lama bgt Pdhl tgl 9 saya udh baya dikirim baru tgl 11 malem
meidha2000,5,Barang sudah diterima dengan baik sesuai pesanan.. packingnya perfect .. sdh di test dan powerbank bekerja dgn baik.. semoga bagus dan tahan lama
f*****e,5,"Kualitas produk baik & original.
Warna'a baguuuussss & hijau warna kesukaanku😊😊.
Respon penjual baik.
Pengiriman cepat tp pengemasan'a yg lama hehehe.
Dpt koin'a jg dari shopee.
Terimakasih shopee & penjual'a
Sukses selalu"
anand_aries,5,"Terimakasih seller dan shoopee jg kurirnya, bintang dan photo serta video yg berbicara untuk ratingnya"
m*****y,5,Terima kasih yaa.. paket sudah diterima dengan baik. Pengiriman sangaaaaat lama! Dicoba sih produk nya berfungsi dan minim cacat. Semoga awet yaa
the_azzahra,5,"Cepet smpenya , barang yg pasti original , ada kartu garansinya jugaa ,, beli pas flashsale jdi dpt ha9rga murah ,txs robot & shopee ^^,semoga awet "
c*****5,5,"Alhamdulillah sampai dgn selamat.. agak lama yaa seminggu baru sampai.. tp gpp, reccomend kok.. sering"" promo dan voucher cashback yaa kak.. makasih"
c*****h,5,"Barang sudah sampai. Suka banget, pengiriman cepat bisa dibilang walau banyak penyekatan jalan."
devihsb30,5,Barang bagus sesuai pesanan dan di terima tepat waktu fungs
v*****e,5,Produknya bagus harganya masih terjangkau warnanya juga suka semoga awet
caaaaaaa290,5,"Barang diterima dengan selamat
Untuk pengemasannya, sm pengirimannya agak lama (mungkin karena ada 12.12) utk keamanan produknya aga sedikit riskan (soalnya bubble wrapnya cuma selapis) tp gpp sih barangnya ga ada rusak cm kotaknya aja yang penyok sedikit. Moga ditingkatin lagi
Warnanya lucu banget"
mellyna366,5,Mantappp warna nya unik suka bangett berfungsi dengan baik xixi
seindahloka,5,"Dari dulu kepingi pb robot .....baru kali ini kesampaian .....sebenarnya pengen yg warna hijau.....tp kehabisan tinggal putih doang ya sudahlah ....sempat bingung jg ditawarkan 111.000 eh trnyata 121.0000 🤷‍♀️alamak 😥
"
d*****o,5,"pengiriman cepat, barang sampai dg selamat, real pict, packing bagus rapi"
hokman.tanaka,5,"Barangnya sdh sampai....
Sdh ke2 kalinya belanja di toko ini...
Puas banget deh pokoknya...
Barangnya bagus...
Semoga awet... 
Makasih seller"
t*****y,5,"Bagus. Work semua dari input micro usb, type c, sama output. Dapet waktu diskonan 11.11 karena kehabisan yang jenis satunya wkwk. Pas mau ganti rincian pesanan responnya lama dan ternyata gak bisa. Mungkin adminnya sibuk juga sih banyak yang pesen. Thanks banyaak. Safely received. Semoga awet."
v*****m,5,"bagus banget
ukurannya pas di tangan dan warna pun sesuai
pengirimannya agak lamaa yaa 
tapii barang sampai selamat
thank youuu!!!!!
🥰🥰🥰🥰🥰"
u*****i,5,"Produk original,, trimakasih kak walaupun pengemasan nyampe 5 hari tpi gapapadeh mungkin ada kendala pngiriman,, trimasih pokoknya😇"
q*****7,5,"suka banget sama warnanya, pengiriman juga cepet, semoga awet powerbank nya"
riyani.aprilia496,4,"Maap baru ksh penilaian, Bagus pbnya dapet yang ijooo lucuuuu,  mudah2n awet,  syukaaaaa deh belanja disini dapet vocer diskon lg hehe jd enak..  "
a*****i,5,alhamdulillah  sudah mendarat pesenan ku good job lah kpn2 pese2n lagi deh
a*****5,5,"Udah dateng, dapet diskon 7.7 pokonyaaaa manteppp, pengiriman cepat packingnya juga rapih, semogaaa aweeeettt"
alifnawa95,5,BdjdjsjdbsjsjsjjdksjdbdkfuehskdhsbdndudbdudbdudbdudbdidhsudhsudhdudbdifbdudbdufbdudbdidndudbdidndBdjdjsjdbsjsjsjjdksjdbdkfuehskdhsbdndudbdudbdudbdudbdidhsudhsudhdudbdifbdudbdufbdudbdidndudbdidndBdjdjsjdbsjsjsjjdksjdbdkfuehskdhsbdndudbdudbdudbdudbdidhsudhsudhdudbdifbdudbdufbdudbdidndudbdidndBdjdjsjdb
m*****u,5,"Beli karena power bank aku yg lama ilang, padahal sukaaaa banget, makanya pas beli nyari merk yg sama juga, beda type emang tapi yakin deh kualitasnya pasti sama, yg ini modelnya lucuuu, sukaaaa ❤"
pustakadira.id,5,"It works! Sangat bermanfaat apalagi di daerah yang tiba-tiba bisa mati listrik. 😅 Sejauh ini bekerja dengan baik. Saya suka, saya suka! Thank you, seller! Semoga makin sukses yaaa 😊"
maryanto_1278,5,Powerbanknya bagus banget 😊😍 aku suka warnanya 😊 berfungsi dgn baik 😊😍 makasi ya seller dan shopee 😘😘😘
rokhiman1004,5,Ok barang sampai dengan selamat mantap sesuai dengan harapan semoga awet
damski14,1,"Barang bagus mudah2an awet, cuma pengiriman lama banget order sabtu hari Kamis bru sampe"
r*****g,5,Barangnya sudah datang.. dan sudah di coba semuanya nyala dan fast charger. Terima kasih karena belinya pas promo 12.12 harganya affordable banget dan ternyata nyampenya pun cepat bangettt. Semoga awet yaa
kanjengsulaiman99,4,Pengiriman cepat...kurir baik dan ramah...pengemasan rapih...barang sesuai gambar...masih belum di coba...
m*****9,5,Bagus.. ga terlalu beratt jg tapi pengemasan sangat lamaaa pdhl sampenya cepett.. Tp it's okay..
triasalaq,5,Barangnya bagus enteng trus tipis pas dicoba aman ada garansi juga
p*****6,5,Paket sudah diterima dan berfungsi dengan baik. warna ijo nya cantik sekali. Dan dapat harga flash sale kemarin jadi senang sekali
s*****4,5,"Kualitas ok, pengiriman cepat, packing sangat aman, rekomended seller"
firdaus.fajri,1,"Ini nih penjual lama kirim, di chat slow respon. Saya sempet batalkan tapi hak diterima"
r*****1,5,Produk original. Kualitas powerbank yg sangat baik. Terima kasihhhh
yohstm69,5,"Powerbank warna putih yang mempesona, kualitas produk sangat baik (sudah dicoba isi powerbank & charge hp), barang original bergaransi, harga sepadan dengan powerbanknya dan kecepatan pengiriman baik."
sittmangg,5,"Barangnya dateng sudah, semoga pemakaiannya awet dan bertahan lama, kurirnya baik langganan, mantap"
r*****a,5,barang sudah dicoba dan berfungsi. baguss.. cuma agak lama di pengemasan mgkn krn 12.12 ya. agak lambat juga di pengiriman pake shopee exprss standart tp overall saya suka sm powerbanknya smoga awet.
fiah_0305,5,"suka banget sama semua produk robot, di recomended teman. Bahkan PB yg gw beli dari 5 tahun lalu masih bagus. Cuma body luar udah ancur gara gara sering gw jatuhin. Belom lagi cepat banget ngecas nya"
marianatalia0101,5,"Barang nya baguss, cuma pengemasa nya agak lama heheh. semoga awet "
wizzwen,5,Terima kasih...barang saya sudah sampai sebenarnya dari kemarin dan saya baru sempat memberi penilaian..semua barang bagus dan tidak ada kendala seperti yang tidak diinginkan..terima kasih seller..
sonyajenifer,5,"Powerbamk nya udah sampai, makasih yaa . Semua nya masih terbungkus dengan rapi , sempgaa befungsi dengan baik ya, belum dicobaa soalnyaaa mager bukanya . Harganya juga beli pas flashshale mantul bgt"
sarah4593,5,"Bagus sesuai gambar, toko amanah, tdk mengecewakan. Kurirnya pun ramah. Thanks aLL😊😊😊"
n*****9,4,"Pengemasan lama banget gatau deh karna emang biasanya lama atau karna lagi 11.11 dan flash sale jadi lama, tapi pengiriman cepet barang juga oke tapi tebel sih dan rada berat, but it's okay lagi nyoba buat di charge.. "
v*****s,5,"bgus barang realpict ,,, jydyfiyxugsiydoydiysitstistuxgjxjgxzutsigxgjxjgsutsiydiydigsitdiydohcbkigeruqyraitdoyfhlxifaitwtidohdlgstixblxkghxgkskgzitseiydkitsigzajfyfFjxblvohdlhclgzkstsktdgkxkehkkdt"
u*****h,5,"Alkhamdulillah mndarat dengan selamat
Mantap! semoga awet amin"
s*****i,4,"Akhirnya paketnya nyampe 😌
Lumayan lama pengiriman nya 😀
PB nya ada yg lecet-lecet dikiit 🥲
Tapi gapapa, overall bagus sih
Thank you 😊"
gwennyaleshahardianto,3,"Produk sih bagus, berfungsi dengan baik. Cuma pengemasan nya masyaallah lama bangeeettttttttttttt"
l*****t,5,Keren. Packing aman pengiriman cepet. Diskon pula. Mantul deh.
r*****n,5,"Akhirnya yg ditunggu dateng jg, barangnya sampai dengan baik dan bagus dengan warna yg cantik dan harga promo yg terjangkau, terimakasih sudah dibubblewrap dengan baik, semoga awet sukses owner "
fdhillahmje,5,"Cepet banget eyy sampenyaaa, barangpun bagusss sekali manteppp 👌🏼"
rumahcantikiburci01,5,"Bagusssss...... Alhamdulillah bagussss....
Dulu pernah mesen merk lai.baru pake udah rusak... Alhamdulillah yg ini msh awet guyss, bisa buat spectra juga...pumping jd aman, walaupun beli colokan tambahan"
c*****r,5,"Assalamu'alaikum
Selamat siang bun☺
Gimana bun pesanannya udah kami siapkan, kalau mau di kirim hari ini tranafernya jangan lwat dari jm 3 ya bun☺
Kalau lewat jam3 siang akan dikirim hari berikutnya☺"
t*****1,5,Awalnya khawatir karena packing hanya kardus pb+buble wrap. Tapi pas dicek barangnya aman.
septyokta2,5,produk bagus pengiriman cepat harganya terjangkau dapat potongan harga jadi mumer banget dapet koin shopee ny juga..happy pkokny
g*****n,5,"Bagusss, belom coba dipake si, pengemasannya juga lumayan cepet"
sherlyzebua,5,"Produk sesuai dengan pesanan saya, berfungsi dengan baik. Saya baru pertama kali pesan disini, tapi adminnya fast respon, dan bantu konfirmasi pesanan saya. Terimakasih banyak, puas bangeet💞"
m*****1,5,"Baranggg aku sampee ... Cepet banget nyampenyaaa kirain mah besok sampe nyaa , lucu sih powerbanknyaaa warnanya unik sama percis kaya di aslinyaa , pertama kali beli mudah2an awetttt yaaaa"
ajay_wijaya19,5,"Pesanan sudah sampai...,, barang okey dan pengiriman sangat cepat....,, mudah mudahan barangnya awet.......... "
m*****_,5,BAGUS BANGETTTTT BAGUS BANGETTTTT BAGUS BANGETTTTT BAGUS BANGETTTTT BAGUS BANGETTTTT BAGUS BANGETTTTT
_*****0,5,"okee, lumayan lama buat full nya
tapiiiii bagiss bangett senengg makasih
cuman agak sebel pas pengemasan sampe harus diperpanjang segala"
h*****2,5,"Menurut aku cara pengemasannya b aja, bublerapnya alakadar doang, lain kali ditambah lagi ya, waktu pengemasannya juga standar 2hari, respon bagus, barang aman ga ada yg kenapa"", thankyouuu"
tati_supartini,5,"Powerbank Robot 10000mah RT180 sesuai pesanan, makasi ka..."
o*****i,5,"Mantap barang mulus, pengemasan hampir 2 hari mungkin overlod karna diskon 12.12 dapet harga 88, berfungsi dengan baik nyoba cas hp seharian lampunya cuma kurang satu doang"
yunia_puspita,3,"Pengemasan produk sangaaaattt lammmmmaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa buat yg butuh cepet ga rekomen order disini, kualitas produk sangat baik.. tolong untuk diperbaiki lagi durasi pengemasan barangnya.. terimakasih"
osradcollection,5,"Manttuuuul barang original, pengiriman cepat, terimakasih seller"
s*****9,5,kereeeennnnnnn produkkk originaaaaaaalllll pengirimaaaann cepaaattt sampaaaaaiiiiiiiiiiiiii mantaaaaaaappppppppppppp
saidamelyani,5,"Mantap, harga promo. Mantap bingits pokoknya semoga gaada masalah 😍"
b*****2,5,"Terima kasih. Produk sudah sampai. Kualitas bagus. Maaf videonya bukan gambar produk soalnya udah dikasihin buat hadiah, hehe. Secara keseluruhan, suka banget sama produk2nya robot. ♡♡♡"
f*****k,5,Berat 225gram itu ternyata berat ya...mudah²an sj kokoh ya dg berat begitu...apik sich jd suka...smoga awet...makasi
r*****n,5,"pengiriman & packingnya oke banget, barang 100% original, sejauh ini berfungsi dengan baik baguss.. makasih yaaa :) "
c*****a,5,"bagus powerbank nya, pengiriman nya juga cepet tbtb udah sampe rumah aja wkwkwk, semoga awettt. saran aja buat seller packing nya kalo bisa di wrap lebih tebel lagi supaya lebih aman. "
s*****4,5,"GOD TAPI untuk pengiriman nya luama bgt ,lama sekali pengemasan nya lumayan dan aman ga ada yang lecet semoga awet ya tingkat kan lagi buat pengiriman nya 👍🏼👍🏼👍🏼👍🏼😍🥰✨"
rahayutriastuti,5,"Pembelian Kedua Barangnya Lengkap dan Dalam Kondisi Sangat Baik. Terimakasih Banyak y Seller, Shopee dan Kurirnya"
janahmiftahul425,5,Alhamdulilah paket ku sudah sampai Penampilan nya bagus kok moga aja awet ini juga baru beli di toko ini jadi moga gak mengecewakan😊😊😊
w*****n,5,"barang sesuai ekspektasi, pasti original juga, pengiriman lumayan cepat, semoga awet, terimakasih sellerrrr hehe"
d*****h,5,Baguuss produknya original.... semoga awet dan berguna.....
